Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
20964,SA_0000001400,COUNTRY,VNM,WPR,Western Pacific,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHVNM,0,0.02027,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
21178,SA_0000001400,COUNTRY,ZMB,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHZMB,0,0.00649,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
21226,SA_0000001400,COUNTRY,GHA,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGHA,0.02,0.02,,,2018-05-11T09:13:54Z,1961,1/1/1961,12/31/1961
21268,SA_0000001400,COUNTRY,THA,SEAR,South-East Asia,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTHA,4.7,4.71107,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
21447,SA_0000001400,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHMDV,0.8,0.84431,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
21467,SA_0000001400,COUNTRY,ISR,EUR,Europe,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHISR,1.04,1.04,,,2018-05-11T09:21:04Z,1962,1/1/1962,12/31/1962
21469,SA_0000001400,COUNTRY,COM,AFR,Africa,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCOM,0.11,0.11,,,2018-05-11T09:17:00Z,1969,1/1/1969,12/31/1969
21994,SA_0000001400,COUNTRY,BHS,AMR,Americas,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBHS,0,0,,,2018-05-11T09:09:05Z,1994,1/1/1994,12/31/1994
22002,SA_0000001400,COUNTRY,DZA,AFR,Africa,YEAR,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHDZA,0.22,0.22,,,2018-05-11T09:06:54Z,1975,1/1/1975,12/31/1975
22335,SA_0000001400,COUNTRY,CHL,AMR,Americas,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCHL,9.69,9.69,,,2018-05-11T09:10:11Z,1965,1/1/1965,12/31/1965
22464,SA_0000001400,COUNTRY,SGP,WPR,Western Pacific,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSGP,0.06,0.06,,,2018-05-11T09:17:29Z,1987,1/1/1987,12/31/1987
22637,SA_0000001400,COUNTRY,VEN,AMR,Americas,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHVEN,0.15,0.15,,,2018-05-11T09:18:32Z,1974,1/1/1974,12/31/1974
22658,SA_0000001400,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHPAK,0,0,,,2018-05-11T09:18:52Z,1963,1/1/1963,12/31/1963
22718,SA_0000001400,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSOM,0,0,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
22729,SA_0000001400,COUNTRY,URY,AMR,Americas,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHURY,3.97,3.97,,,2018-05-11T09:18:20Z,1993,1/1/1993,12/31/1993
23016,SA_0000001400,COUNTRY,BRB,AMR,Americas,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBRB,0.06,0.06,,,2018-05-11T09:06:51Z,1993,1/1/1993,12/31/1993
23037,SA_0000001400,COUNTRY,IND,SEAR,South-East Asia,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHIND,0,0,,,2018-05-11T09:11:11Z,1983,1/1/1983,12/31/1983
23158,SA_0000001400,COUNTRY,FIN,EUR,Europe,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFIN,8.24,8.24,,,2018-05-11T09:14:39Z,1996,1/1/1996,12/31/1996
23301,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,1992,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSYC,0.01,0.01,,,2018-05-11T09:21:07Z,1992,1/1/1992,12/31/1992
23745,SA_0000001400,COUNTRY,GIN,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGIN,0.3,0.26873,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
23824,SA_0000001400,COUNTRY,CAF,AFR,Africa,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCAF,0,0.03419,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
23883,SA_0000001400,COUNTRY,LBR,AFR,Africa,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLBR,3.6,3.56869,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
24291,SA_0000001400,COUNTRY,NGA,AFR,Africa,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNGA,0.13,0.13,,,2018-05-11T09:13:06Z,1963,1/1/1963,12/31/1963
24461,SA_0000001400,COUNTRY,NIC,AMR,Americas,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNIC,0,0.02751,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
24491,SA_0000001400,COUNTRY,UKR,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHUKR,0.1,0.06041,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
24983,SA_0000001400,COUNTRY,RWA,AFR,Africa,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHRWA,9.36,9.36,,,2018-05-11T09:19:43Z,1990,1/1/1990,12/31/1990
25005,SA_0000001400,COUNTRY,FSM,WPR,Western Pacific,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHFSM,0,0,,,2018-05-11T09:08:35Z,1970,1/1/1970,12/31/1970
25042,SA_0000001400,COUNTRY,SWE,EUR,Europe,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSWE,1,0.99667,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
25152,SA_0000001400,COUNTRY,BHS,AMR,Americas,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBHS,9.52,9.52,,,2018-05-11T09:18:09Z,1968,1/1/1968,12/31/1968
25194,SA_0000001400,COUNTRY,TJK,EUR,Europe,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTJK,0,0.00427,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
25305,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCOL,0.1,0.05493,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
25570,SA_0000001400,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHQAT,0,0,,,2018-05-11T09:06:27Z,1987,1/1/1987,12/31/1987
25747,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1976,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMMR,0.01,0.01,,,2018-05-11T09:13:39Z,1976,1/1/1976,12/31/1976
25822,SA_0000001400,COUNTRY,PRT,EUR,Europe,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPRT,12.48,12.48,,,2018-05-11T09:18:28Z,1998,1/1/1998,12/31/1998
25921,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSYC,8.1,8.06959,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
26109,SA_0000001400,COUNTRY,TCD,AFR,Africa,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHTCD,0.3,0.3,,,2018-05-11T09:12:57Z,1970,1/1/1970,12/31/1970
26275,SA_0000001400,COUNTRY,KEN,AFR,Africa,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHKEN,0.01,0.01,,,2018-05-11T09:05:11Z,1969,1/1/1969,12/31/1969
26400,SA_0000001400,COUNTRY,ISL,EUR,Europe,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHISL,0,0,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
26765,SA_0000001400,COUNTRY,BEN,AFR,Africa,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBEN,0.51,0.51,,,2018-05-11T09:21:15Z,1970,1/1/1970,12/31/1970
26878,SA_0000001400,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSAU,0,0,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
26962,SA_0000001400,COUNTRY,VUT,WPR,Western Pacific,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHVUT,0.26,0.26,,,2018-05-11T09:07:40Z,1994,1/1/1994,12/31/1994
26986,SA_0000001400,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSOM,0,0,,,2018-05-11T09:15:33Z,1971,1/1/1971,12/31/1971
27015,SA_0000001400,COUNTRY,BRN,WPR,Western Pacific,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBRN,0,0.00602,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
27062,SA_0000001400,COUNTRY,NIC,AMR,Americas,YEAR,1992,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNIC,0.02,0.02,,,2018-05-11T09:07:58Z,1992,1/1/1992,12/31/1992
27112,SA_0000001400,COUNTRY,NGA,AFR,Africa,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHNGA,0.01,0.01,,,2018-05-11T09:08:50Z,1962,1/1/1962,12/31/1962
27236,SA_0000001400,COUNTRY,GBR,EUR,Europe,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGBR,1.65,1.65,,,2018-05-11T09:08:12Z,1987,1/1/1987,12/31/1987
27715,SA_0000001400,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKWT,0.09,0.09,,,2018-05-11T09:04:20Z,1967,1/1/1967,12/31/1967
27790,SA_0000001400,COUNTRY,LUX,EUR,Europe,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLUX,3.6,3.6,,,2018-05-11T09:03:17Z,1971,1/1/1971,12/31/1971
27890,SA_0000001400,COUNTRY,NER,AFR,Africa,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHNER,0.25,0.25,,,2018-05-11T09:21:59Z,1980,1/1/1980,12/31/1980
27895,SA_0000001400,COUNTRY,FRA,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHFRA,2.4,2.38,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
28113,SA_0000001400,COUNTRY,FRA,EUR,Europe,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHFRA,2.3,2.3,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
28658,SA_0000001400,COUNTRY,MYS,WPR,Western Pacific,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMYS,0.4,0.413,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
28921,SA_0000001400,COUNTRY,GIN,AFR,Africa,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGIN,0,0.02933,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
28955,SA_0000001400,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHYEM,0.56,0.56,,,2018-05-11T09:23:13Z,1967,1/1/1967,12/31/1967
29638,SA_0000001400,COUNTRY,BRN,WPR,Western Pacific,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBRN,0,0.02501,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
29707,SA_0000001400,COUNTRY,GBR,EUR,Europe,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHGBR,5.1,5.11854,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
29756,SA_0000001400,COUNTRY,ZMB,AFR,Africa,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHZMB,1.8,1.78252,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
29949,SA_0000001400,COUNTRY,NIC,AMR,Americas,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNIC,0.55,0.55,,,2018-05-11T09:12:19Z,1969,1/1/1969,12/31/1969
30189,SA_0000001400,COUNTRY,KNA,AMR,Americas,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHKNA,1.81,1.81,,,2018-05-11T09:14:48Z,1990,1/1/1990,12/31/1990
30664,SA_0000001400,COUNTRY,MDA,EUR,Europe,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMDA,0.2,0.20753,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
30758,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCOL,0.1,0.1,,,2018-05-11T09:14:47Z,1991,1/1/1991,12/31/1991
30851,SA_0000001400,COUNTRY,TUV,WPR,Western Pacific,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTUV,0,0,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
31353,SA_0000001400,COUNTRY,GMB,AFR,Africa,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHGMB,0.11,0.11,,,2018-05-11T09:13:57Z,1963,1/1/1963,12/31/1963
31354,SA_0000001400,COUNTRY,PAN,AMR,Americas,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPAN,1.67,1.67,,,2018-05-11T09:22:44Z,1994,1/1/1994,12/31/1994
31393,SA_0000001400,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSAU,0,0,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
31703,SA_0000001400,COUNTRY,FJI,WPR,Western Pacific,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHFJI,1.5,1.52488,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
31871,SA_0000001400,COUNTRY,GNQ,AFR,Africa,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGNQ,8,8.01876,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
32023,SA_0000001400,COUNTRY,BFA,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBFA,0.01,0.01,,,2018-05-11T09:02:35Z,1961,1/1/1961,12/31/1961
32248,SA_0000001400,COUNTRY,FJI,WPR,Western Pacific,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHFJI,0.8,0.82414,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
32400,SA_0000001400,COUNTRY,ECU,AMR,Americas,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHECU,1.19,1.19,,,2018-05-11T09:14:24Z,1974,1/1/1974,12/31/1974
32671,SA_0000001400,COUNTRY,JPN,WPR,Western Pacific,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHJPN,1.5,1.5257,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
32985,SA_0000001400,COUNTRY,GMB,AFR,Africa,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGMB,0.9,0.86403,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
33157,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPOL,0,0,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
33346,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHUGA,0.21,0.21,,,2018-05-11T09:09:16Z,1967,1/1/1967,12/31/1967
33523,SA_0000001400,COUNTRY,LUX,EUR,Europe,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHLUX,0.1,0.11667,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
33598,SA_0000001400,COUNTRY,KGZ,EUR,Europe,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKGZ,3.51,3.51,,,2018-05-11T09:09:45Z,1988,1/1/1988,12/31/1988
33850,SA_0000001400,COUNTRY,FJI,WPR,Western Pacific,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHFJI,2.1,2.1,,,2018-05-11T09:12:30Z,1980,1/1/1980,12/31/1980
34090,SA_0000001400,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLBN,0.65,0.65,,,2018-05-11T09:22:12Z,1994,1/1/1994,12/31/1994
34349,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMMR,0,0,,,2018-05-11T09:21:30Z,1981,1/1/1981,12/31/1981
34639,SA_0000001400,COUNTRY,BLR,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBLR,4.8,4.84282,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
34815,SA_0000001400,COUNTRY,DNK,EUR,Europe,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHDNK,1.87,1.87,,,2018-05-11T09:22:06Z,1980,1/1/1980,12/31/1980
34945,SA_0000001400,COUNTRY,SVK,EUR,Europe,YEAR,1976,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSVK,3.86,3.86,,,2018-05-11T09:09:00Z,1976,1/1/1976,12/31/1976
35331,SA_0000001400,COUNTRY,RUS,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHRUS,0.7,0.74141,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
35475,SA_0000001400,COUNTRY,EST,EUR,Europe,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHEST,5.9,5.94333,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
35476,SA_0000001400,COUNTRY,ARG,AMR,Americas,YEAR,1997,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHARG,10.25,10.25,,,2018-05-11T09:07:29Z,1997,1/1/1997,12/31/1997
35644,SA_0000001400,COUNTRY,WSM,WPR,Western Pacific,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHWSM,0,0,,,2018-05-11T09:18:50Z,1961,1/1/1961,12/31/1961
35649,SA_0000001400,COUNTRY,MOZ,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMOZ,1.14,1.14,,,2018-05-11T09:08:21Z,1961,1/1/1961,12/31/1961
36037,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHUGA,0,0.00238,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
36117,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGAB,6.25,6.25,,,2018-05-11T09:21:07Z,1973,1/1/1973,12/31/1973
36161,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHUGA,0.8,0.84827,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
36320,SA_0000001400,COUNTRY,KEN,AFR,Africa,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKEN,3.42,3.42,,,2018-05-11T09:20:01Z,1963,1/1/1963,12/31/1963
36588,SA_0000001400,COUNTRY,GMB,AFR,Africa,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGMB,3.2,3.19096,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
36636,SA_0000001400,COUNTRY,KNA,AMR,Americas,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHKNA,2.85,2.85,,,2018-05-11T09:20:38Z,1961,1/1/1961,12/31/1961
36808,SA_0000001400,COUNTRY,SVK,EUR,Europe,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSVK,4.2,4.20547,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
36951,SA_0000001400,COUNTRY,BEL,EUR,Europe,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBEL,4.7,4.69982,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
36990,SA_0000001400,COUNTRY,COD,AFR,Africa,YEAR,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCOD,1.24,1.24,,,2018-05-11T09:09:13Z,1975,1/1/1975,12/31/1975
37308,SA_0000001400,COUNTRY,ITA,EUR,Europe,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHITA,7.9,7.88244,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
37439,SA_0000001400,COUNTRY,BOL,AMR,Americas,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBOL,3.2,3.2443,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
37482,SA_0000001400,COUNTRY,ISL,EUR,Europe,YEAR,1989,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHISL,1.83,1.83,,,2018-05-11T09:09:46Z,1989,1/1/1989,12/31/1989
37488,SA_0000001400,COUNTRY,NIC,AMR,Americas,YEAR,1992,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHNIC,0,0,,,2018-05-11T09:02:27Z,1992,1/1/1992,12/31/1992
