IndicatorCode,IndicatorName
NCD_CCS_OralMorph,General availability of oral morphine in the public health sector
NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system
NCD_CCS_PeakFlow,General availability of peak flow measurement at the primary health care level
NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system
NCD_CCS_SatFat,Existence of national policies on saturated fatty acids / trans-fats
NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages
NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector
itnwm,Pregnant women sleeping under insecticide-treated nets (%)
LEAD_1,Percentage of the children under 15 years with blood lead levels above 5ug/dl
NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease
NCD_CCS_Statins,General availability of statins in the public health sector
NCD_CCS_SurvMonRep9NCD,Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets
LEADCONTROL,Legally-binding controls on lead paint
LEPTO_MORTALITY,Estimated leptospirosis deaths (per 100 000 population)
LEPTO_YLD,Years of healthy life lost to disability (YLDs) due to leptospirosis
LEPTO_YLL,Years of life lost (YLLs) due to leptospirosis
LIFE_0000000030,nqx - probability of dying between ages x and x+n
LIFE_0000000031,lx - number of people left alive at age x
LIFE_0000000033,nLx - person-years lived between ages x and x+n
M_def_1_prev_adult,Adult indicator 1 rate
ITU_ICT_2,Mobile-cellular telephone subscriptions per 100 inhabitants
ITU_IDI,ICT Development Index (IDI)
LEAD_4,Percentage of the adults (15+ years) with blood lead levels above 10ug/dl
LEAD_6,Lead attributable DALYs ('000)
LEAD_9,Lead attributable DALYs ('000) in children under 5 years
NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities
ITU_IDI_RANK,ICT Development Index (IDI) rank
GDO_q4x2_1,Existence of standards/ guidelines/ protocols for prevention and risk reduction of dementia
GDO_q4x2_5,Existence of standards/ guidelines/ protocols for treatment and support of carers and families of people with dementia
LEPTO_YLL100K,Years of life lost (YLLs)  (per 100 000 population) due to leptospirosis
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n
LIFE_0000000034,Tx - person-years lived above age x
LIFE_0000000035,ex - expectation of life at age x
LEAD_3,Percentage of the adults (15+ years) with blood lead levels above 5ug/dl
LEAD_5,Lead attributable deaths
LEPTO_YLD100K,Years of healthy life lost to disability (YLDs) (per 100 000 population) due to leptospirosis
GDO_q4x3x4_4,Existence of standards/ guidelines/ protocols of care in hospital for people with dementia
GDO_q5x1x1_7,Identification of different sectors in dementia care coordination (Civil society)
GDO_q3x1x1_1,Implementation level [national/subnational] of dementia legislation
GDO_q3x3a_2,Existence of legislation to file appeals protecting the rights of people with dementia
GDO_q3x3a_4,Existence of legislation to promote monitoring of human rights conditions of people with dementia in facilities where they reside
GDO_q3x3b_1,Existence of legislation to end coercieve practices for people with dementia
GDO_q3x4_2,Existence of legislation to end discrimination against people with dementia
GDO_q4x1,Existence of dementia standards/ guidelines/ protocols
GDO_q4x1x1_SQ001,Implementation level of dementia standards/ guidelines/ protocols (National)
GDO_q4x3x4_2,Existence of standards/ guidelines/ protocols for palliative and end-of-life care for people with dementia
HWF_0014,"Pharmacists  (per 10,000)"
HWF_0018,Environmental and Occupational Health Inspectors and Associates  (number)
HWF_0023,Traditional and Complementary Medicine Professionals  (number)
GDO_q17x2,Dementia integrated into other national research plan/programme
GDO_q17x2x1_4,Identification of other research plans in which dementia is integrated (NCD)
GDO_q18x2x3_1,"Total expenditure on dementia basic research (local currency, self-report)"
GDO_q18x2x3_2,"Total expenditure on dementia clinical/translational research (local currency, self-report)"
GDO_q1x1x1,"Inclusion of dementia in a branch of government [health, ageing, social services, mental health, noncommunicable disease]"
GDO_q2x1,Existence of dementia national plan
GDO_q2x1x2,Availability of funding for dementia national plan
NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector
NCD_CCS_CervCy,General availability of cervical cytology at the primary health care level
NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%)
NCD_CCS_chemo,General availability of chemotherapy in the public health system
NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases
NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level"
NCD_CCS_dietpaaware,Implementation of diet and/or physical activity public awareness program
NCD_CCS_hpv,Existence of national HPV vaccination programme
NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors"
HWWS_2,Handwashing with soap after cleaning child's stool (%)
IHR02,Coordination
IHR06,Risk communication
IHR08,Laboratory
IHR11,Food safety
IHR13,Radionuclear
imr,Infant mortality rate (deaths per 1000 live births)
IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported
IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported
IR_ORGANOPHOSPHATE_PRESENCE,Organophosphate resistance reported for at least one site
IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported
M_def_1_text_youth,Youth indicator 1 definition
GDO_q4x1x1_SQ002,Implementation level of dementia standards/ guidelines/ protocols (Sub-national)
GDO_q4x2_2,Existence of standards/ guidelines/ protocols for diagnosis of dementia
GDO_q4x2_4,Existence of standards/ guidelines/ protocols for other post-diagnostic supports of people with dementia
GDO_q4x3x4_1,"Existence of standards/ guidelines/ protocols for advance care directives, power of attorney or guardianship for people with dementia"
GDO_q5x1x1_2,Identification of different sectors in dementia care coordination (Social)
GDO_q5x1x1_3,Identification of different sectors in dementia care coordination (Education)
GDO_q5x1x1_5,Identification of different sectors in dementia care coordination (Justice)
NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate)
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate)
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%)
NCD_PAC_ADO,Insufficiently active (crude estimate)
NHAGGHEGDP,General government expenditure on health as percentage of gross domestic product
NHAOOPSTHE,Out-of-Pocket expenditure on health as percentage of total health expenditure??
NHAPREPAIDTHE,Prepaid plans as percentage of total health expenditure?
NTCP_FTE,Number of full-time equivalent staff in national agency
NTD_1,Number of new reported cases of Buruli ulcer
GDO_q5x1x3,Presence of formal agreement/joint plan for dementia care coordination
GDO_q5x1,Availability of mechanisms to coordinate dementia care across sectors
GDO_q5x1x1_6,Identification of different sectors in dementia care coordination (Housing)
GDO_q5x2,Availability of dementia care coordination standards/ guidelines/ protocols
GDO_q6x2_1,Inclusion of basic dementia competencies in training of physicians
GDO_q7x1_AVAIL,Availability of dementia diagnostic rate
GDO_q8x2_2,Availability of behaviour and psychological management in community for dementia
GDO_q6x1_2,"Number of neurologists (per 100,000)"
GDO_q6x2_4,Inclusion of basic dementia competencies in training of pharmaceutical personnel
GDO_q6x2_5,Inclusion of basic dementia competencies in training of social workers
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%)
M_Est_cig_daily_crude,"Daily cigarette smoking, crude adjusted"
M_Est_tob_curr_crude,"Current tobacco smoking, crude adjusted"
GDO_q8x3_3,"Accessibility of psychosocial and rehabilitation services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]"
GDO_q8x3_4,"Accessibility of activities of daily living support services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]"
NCD_CCS_UrineAlbumin,General availability of urine testing for albumin
NCD_DTH_TOT,Total NCD Deaths
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease"
nmr,Neonatal mortality rate (deaths per 1000 live births)
M_smkless_svy_national_adult,Representativeness of survey of adults - smokeless
M_smkless_svy_yr_youth,Year of survey of youth - smokeless
M_svy_age_adult,Adult survey age range
NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system
NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use
M_Est_tob_daily,Estimate of daily tobacco use prevalence (%)
M_Est_tob_daily_crude,"Daily tobacco smoking, crude adjusted"
M_Group,Monitoring tobacco use and prevention policies
M_smkless_age_range_adult,Adult survey age range - smokeless
M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition
M_smkless_def_text_youth,Youth smokeless tobacco use indicator definition
M_smkless_survey_title_youth,Name of survey of youth - smokeless
M_smkless_svy_yr_adult,Year of survey of adults - smokeless
M_survey_title_youth,Name of survey of youth
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate)
NTCP_agcy,National agency for tobacco control exists
NTCP_budget_year,Budget year
NTD_4,Number of new reported cases of human African trypanosomiasis (T.b. gambiense)
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense)
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem"
NTCP_govt_obj,Government objectives on tobacco control exist
NTD_3,Annual incidence of dracunculiasis cases
GDO_q5x1x2,Implementation level [national/subnational] of dementia care coordination
M_def_1_prev_youth,Youth indicator 1 rate
M_def_1_text_adult,Adult indicator 1 definition
M_def_2_prev_youth,Youth indicator 2 rate
M_def_2_text_adult,Adult indicator 2 definition
M_def_2_text_youth,Youth indicator 2 definition
M_Est_tob_curr,Estimate of current tobacco use prevalence (%)
M_smkless_prev_adult,Adult smokeless tobacco use indicator rate
M_smkless_prev_youth,Youth smokeless tobacco use indicator rate
