IndicatorCode,IndicatorName,Language
GDO_q16x2_4,Availability of routine pharmaceutical records for people with dementia for monitoring purposes,EN
CCO_2,Human development index rank,EN
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),EN
CHOLERA_0000000001,Number of reported cases of cholera,EN
CM_01,Number of under-five deaths,EN
CM_02,Number of infant deaths,EN
DEVICES07,Types of lists recommending health technology for high burden diseases,EN
MORT_200,Deaths per 1 000 live births,EN
MORT_400,Deaths per 100 000 population,EN
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),EN
NCD_BMI_MEAN,Mean BMI (kg/m²) (age-standardized estimate),EN
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),EN
NCD_BMI_PLUS1A,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (age-standardized estimate) (%)",EN
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",EN
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,EN
HRH_32,Health management & support workers density (per 1000 population),EN
HRH_46,Number of biomedical technicians,EN
HWF_0001,"Medical doctors (per 10,000)",EN
HWF_0002,Medical doctors (number),EN
HWF_0007,Nursing and midwifery personnel  (number),EN
HWF_0010,"Dentists (per 10,000)",EN
NCD_CCS_paaware,Implementation of physical activity public awareness program,EN
GDO_q35,Estimated population-based prevalence of depression,EN
GDO_q3x2,Existence of other laws that apply to the rights of people with dementia,EN
GDO_q3x4_3,Existence of legislation to end discrimination against carers of people with dementia,EN
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,EN
NCD_CCS_rheum,Provision for secondary prevention of rheumatic fever and rheumatic heart disease in more than 50% of public sector health facilities,EN
NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,EN
NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,EN
NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,EN
NCD_CCS_Spirom,General availability of spirometry at the primary health care level,EN
NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,EN
NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,EN
NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,EN
NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,EN
NCD_CCS_PeakFlow,General availability of peak flow measurement at the primary health care level,EN
NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,EN
NCD_CCS_SatFat,Existence of national policies on saturated fatty acids / trans-fats,EN
NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,EN
NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,EN
itnwm,Pregnant women sleeping under insecticide-treated nets (%),EN
LEAD_1,Percentage of the children under 15 years with blood lead levels above 5ug/dl,EN
NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,EN
NCD_CCS_Statins,General availability of statins in the public health sector,EN
NCD_CCS_SurvMonRep9NCD,Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets,EN
LEADCONTROL,Legally-binding controls on lead paint,EN
LEPTO_MORTALITY,Estimated leptospirosis deaths (per 100 000 population),EN
LEPTO_YLD,Years of healthy life lost to disability (YLDs) due to leptospirosis,EN
LEPTO_YLL,Years of life lost (YLLs) due to leptospirosis,EN
LIFE_0000000030,nqx - probability of dying between ages x and x+n,EN
LIFE_0000000031,lx - number of people left alive at age x,EN
LIFE_0000000033,nLx - person-years lived between ages x and x+n,EN
M_def_1_prev_adult,Adult indicator 1 rate,EN
ITU_ICT_2,Mobile-cellular telephone subscriptions per 100 inhabitants,EN
ITU_IDI,ICT Development Index (IDI),EN
LEAD_4,Percentage of the adults (15+ years) with blood lead levels above 10ug/dl,EN
LEAD_6,Lead attributable DALYs ('000),EN
LEAD_9,Lead attributable DALYs ('000) in children under 5 years,EN
NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,EN
ITU_IDI_RANK,ICT Development Index (IDI) rank,EN
GDO_q4x2_1,Existence of standards/ guidelines/ protocols for prevention and risk reduction of dementia,EN
GDO_q4x2_5,Existence of standards/ guidelines/ protocols for treatment and support of carers and families of people with dementia,EN
LEPTO_YLL100K,Years of life lost (YLLs)  (per 100 000 population) due to leptospirosis,EN
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,EN
LIFE_0000000034,Tx - person-years lived above age x,EN
LIFE_0000000035,ex - expectation of life at age x,EN
LEAD_3,Percentage of the adults (15+ years) with blood lead levels above 5ug/dl,EN
LEAD_5,Lead attributable deaths,EN
LEPTO_YLD100K,Years of healthy life lost to disability (YLDs) (per 100 000 population) due to leptospirosis,EN
GDO_q4x3x4_4,Existence of standards/ guidelines/ protocols of care in hospital for people with dementia,EN
GDO_q5x1x1_7,Identification of different sectors in dementia care coordination (Civil society),EN
GDO_q3x1x1_1,Implementation level [national/subnational] of dementia legislation,EN
GDO_q3x3a_2,Existence of legislation to file appeals protecting the rights of people with dementia,EN
GDO_q3x3a_4,Existence of legislation to promote monitoring of human rights conditions of people with dementia in facilities where they reside,EN
GDO_q3x3b_1,Existence of legislation to end coercieve practices for people with dementia,EN
GDO_q3x4_2,Existence of legislation to end discrimination against people with dementia,EN
GDO_q4x1,Existence of dementia standards/ guidelines/ protocols,EN
GDO_q4x1x1_SQ001,Implementation level of dementia standards/ guidelines/ protocols (National),EN
GDO_q4x3x4_2,Existence of standards/ guidelines/ protocols for palliative and end-of-life care for people with dementia,EN
HWF_0014,"Pharmacists  (per 10,000)",EN
HWF_0018,Environmental and Occupational Health Inspectors and Associates  (number),EN
HWF_0023,Traditional and Complementary Medicine Professionals  (number),EN
GDO_q17x2,Dementia integrated into other national research plan/programme,EN
GDO_q17x2x1_4,Identification of other research plans in which dementia is integrated (NCD),EN
GDO_q18x2x3_1,"Total expenditure on dementia basic research (local currency, self-report)",EN
GDO_q18x2x3_2,"Total expenditure on dementia clinical/translational research (local currency, self-report)",EN
GDO_q1x1x1,"Inclusion of dementia in a branch of government [health, ageing, social services, mental health, noncommunicable disease]",EN
GDO_q2x1,Existence of dementia national plan,EN
GDO_q2x1x2,Availability of funding for dementia national plan,EN
NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,EN
NCD_CCS_CervCy,General availability of cervical cytology at the primary health care level,EN
NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),EN
NCD_CCS_chemo,General availability of chemotherapy in the public health system,EN
NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,EN
NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",EN
NCD_CCS_dietpaaware,Implementation of diet and/or physical activity public awareness program,EN
NCD_CCS_hpv,Existence of national HPV vaccination programme,EN
NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",EN
HWWS_2,Handwashing with soap after cleaning child's stool (%),EN
IHR02,Coordination,EN
IHR06,Risk communication,EN
IHR08,Laboratory,EN
IHR11,Food safety,EN
IHR13,Radionuclear,EN
imr,Infant mortality rate (deaths per 1000 live births),EN
IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,EN
IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,EN
IR_ORGANOPHOSPHATE_PRESENCE,Organophosphate resistance reported for at least one site,EN
IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,EN
M_def_1_text_youth,Youth indicator 1 definition,EN
GDO_q4x1x1_SQ002,Implementation level of dementia standards/ guidelines/ protocols (Sub-national),EN
GDO_q4x2_2,Existence of standards/ guidelines/ protocols for diagnosis of dementia,EN
GDO_q4x2_4,Existence of standards/ guidelines/ protocols for other post-diagnostic supports of people with dementia,EN
GDO_q4x3x4_1,"Existence of standards/ guidelines/ protocols for advance care directives, power of attorney or guardianship for people with dementia",EN
GDO_q5x1x1_2,Identification of different sectors in dementia care coordination (Social),EN
GDO_q5x1x1_3,Identification of different sectors in dementia care coordination (Education),EN
GDO_q5x1x1_5,Identification of different sectors in dementia care coordination (Justice),EN
NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),EN
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),EN
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),EN
NCD_PAC_ADO,Insufficiently active (crude estimate),EN
NHAGGHEGDP,General government expenditure on health as percentage of gross domestic product,EN
NHAOOPSTHE,Out-of-Pocket expenditure on health as percentage of total health expenditure??,EN
NHAPREPAIDTHE,Prepaid plans as percentage of total health expenditure?,EN
NTCP_FTE,Number of full-time equivalent staff in national agency,EN
NTD_1,Number of new reported cases of Buruli ulcer,EN
GDO_q5x1x3,Presence of formal agreement/joint plan for dementia care coordination,EN
GDO_q5x1,Availability of mechanisms to coordinate dementia care across sectors,EN
GDO_q5x1x1_6,Identification of different sectors in dementia care coordination (Housing),EN
GDO_q5x2,Availability of dementia care coordination standards/ guidelines/ protocols,EN
GDO_q6x2_1,Inclusion of basic dementia competencies in training of physicians,EN
GDO_q7x1_AVAIL,Availability of dementia diagnostic rate,EN
GDO_q8x2_2,Availability of behaviour and psychological management in community for dementia,EN
GDO_q6x1_2,"Number of neurologists (per 100,000)",EN
GDO_q6x2_4,Inclusion of basic dementia competencies in training of pharmaceutical personnel,EN
GDO_q6x2_5,Inclusion of basic dementia competencies in training of social workers,EN
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),EN
M_Est_cig_daily_crude,"Daily cigarette smoking, crude adjusted",EN
M_Est_tob_curr_crude,"Current tobacco smoking, crude adjusted",EN
GDO_q8x3_3,"Accessibility of psychosocial and rehabilitation services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]",EN
GDO_q8x3_4,"Accessibility of activities of daily living support services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]",EN
NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,EN
NCD_DTH_TOT,Total NCD Deaths,EN
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",EN
nmr,Neonatal mortality rate (deaths per 1000 live births),EN
M_smkless_svy_national_adult,Representativeness of survey of adults - smokeless,EN
M_smkless_svy_yr_youth,Year of survey of youth - smokeless,EN
M_svy_age_adult,Adult survey age range,EN
NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,EN
NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,EN
